City,Year_Month,Price
"Baltimore, MD",2016-07,84.0
"Baltimore, MD",2016-08,85.0
"Baltimore, MD",2016-09,86.0
"Baltimore, MD",2016-10,88.0
"Baltimore, MD",2016-11,89.0
"Baltimore, MD",2016-12,89.0
"Baltimore, MD",2017-01,89.0
"Baltimore, MD",2017-02,89.0
"Baltimore, MD",2017-03,89.0
"Baltimore, MD",2017-04,89.0
"Baltimore, MD",2017-05,89.0
"Baltimore, MD",2017-06,87.0
"Baltimore, MD",2017-07,88.0
"Baltimore, MD",2017-08,90.0
"Baltimore, MD",2017-09,92.0
"Baltimore, MD",2017-10,94.0
"Baltimore, MD",2017-11,96.0
"Baltimore, MD",2017-12,97.0
"Baltimore, MD",2018-01,99.0
"Baltimore, MD",2018-02,101.0
"Baltimore, MD",2018-03,103.0
"Denver, CO",1996-04,88.0
"Denver, CO",1996-05,88.0
"Denver, CO",1996-06,89.0
"Denver, CO",1996-07,89.0
"Denver, CO",1996-08,89.0
"Denver, CO",1996-09,90.0
"Denver, CO",1996-10,91.0
"Denver, CO",1996-11,91.0
"Denver, CO",1996-12,93.0
"Denver, CO",1997-01,94.0
"Denver, CO",1997-02,95.0
"Denver, CO",1997-03,96.0
"Denver, CO",1997-04,96.0
"Denver, CO",1997-05,97.0
"Denver, CO",1997-06,98.0
"Denver, CO",1997-07,99.0
"Denver, CO",1997-08,99.0
"Denver, CO",1997-09,100.0
"Denver, CO",1997-10,101.0
"Denver, CO",1997-11,102.0
"Denver, CO",1997-12,103.0
"Denver, CO",1998-01,103.0
"Denver, CO",1998-02,104.0
"Denver, CO",1998-03,105.0
"Denver, CO",1998-04,106.0
"Denver, CO",1998-05,107.0
"Denver, CO",1998-06,108.0
"Denver, CO",1998-07,109.0
"Denver, CO",1998-08,111.0
"Denver, CO",1998-09,113.0
"Denver, CO",1998-10,114.0
"Denver, CO",1998-11,115.0
"Denver, CO",1998-12,116.0
"Denver, CO",1999-01,117.0
"Denver, CO",1999-02,118.0
"Denver, CO",1999-03,120.0
"Denver, CO",1999-04,121.0
"Denver, CO",1999-05,123.0
"Denver, CO",1999-06,125.0
"Denver, CO",1999-07,127.0
"Denver, CO",1999-08,128.0
"Denver, CO",1999-09,129.0
"Denver, CO",1999-10,131.0
"Denver, CO",1999-11,133.0
"Denver, CO",1999-12,135.0
"Denver, CO",2000-01,138.0
"Denver, CO",2000-02,140.0
"Denver, CO",2000-03,142.0
"Denver, CO",2000-04,145.0
"Denver, CO",2000-05,147.0
"Denver, CO",2000-06,150.0
"Denver, CO",2000-07,152.0
"Denver, CO",2000-08,154.0
"Denver, CO",2000-09,156.0
"Denver, CO",2000-10,157.0
"Denver, CO",2000-11,159.0
"Denver, CO",2000-12,160.0
"Denver, CO",2001-01,162.0
"Denver, CO",2001-02,164.0
"Denver, CO",2001-03,165.0
"Denver, CO",2001-04,166.0
"Denver, CO",2001-05,167.0
"Denver, CO",2001-06,168.0
"Denver, CO",2001-07,169.0
"Denver, CO",2001-08,170.0
"Denver, CO",2001-09,170.0
"Denver, CO",2001-10,171.0
"Denver, CO",2001-11,172.0
"Denver, CO",2001-12,173.0
"Denver, CO",2002-01,173.0
"Denver, CO",2002-02,173.0
"Denver, CO",2002-03,174.0
"Denver, CO",2002-04,174.0
"Denver, CO",2002-05,174.0
"Denver, CO",2002-06,175.0
"Denver, CO",2002-07,175.0
"Denver, CO",2002-08,175.0
"Denver, CO",2002-09,176.0
"Denver, CO",2002-10,176.0
"Denver, CO",2002-11,177.0
"Denver, CO",2002-12,177.0
"Denver, CO",2003-01,177.0
"Denver, CO",2003-02,178.0
"Denver, CO",2003-03,178.0
"Denver, CO",2003-04,178.0
"Denver, CO",2003-05,178.0
"Denver, CO",2003-06,178.0
"Denver, CO",2003-07,178.0
"Denver, CO",2003-08,178.0
"Denver, CO",2003-09,178.0
"Denver, CO",2003-10,179.0
"Denver, CO",2003-11,180.0
"Denver, CO",2003-12,180.0
"Denver, CO",2004-01,180.0
"Denver, CO",2004-02,180.0
"Denver, CO",2004-03,181.0
"Denver, CO",2004-04,181.0
"Denver, CO",2004-05,182.0
"Denver, CO",2004-06,183.0
"Denver, CO",2004-07,183.0
"Denver, CO",2004-08,183.0
"Denver, CO",2004-09,183.0
"Denver, CO",2004-10,184.0
"Denver, CO",2004-11,184.0
"Denver, CO",2004-12,185.0
"Denver, CO",2005-01,187.0
"Denver, CO",2005-02,187.0
"Denver, CO",2005-03,188.0
"Denver, CO",2005-04,188.0
"Denver, CO",2005-05,189.0
"Denver, CO",2005-06,189.0
"Denver, CO",2005-07,190.0
"Denver, CO",2005-08,190.0
"Denver, CO",2005-09,190.0
"Denver, CO",2005-10,191.0
"Denver, CO",2005-11,191.0
"Denver, CO",2005-12,191.0
"Denver, CO",2006-01,192.0
"Denver, CO",2006-02,192.0
"Denver, CO",2006-03,193.0
"Denver, CO",2006-04,193.0
"Denver, CO",2006-05,193.0
"Denver, CO",2006-06,193.0
"Denver, CO",2006-07,194.0
"Denver, CO",2006-08,194.0
"Denver, CO",2006-09,194.0
"Denver, CO",2006-10,194.0
"Denver, CO",2006-11,194.0
"Denver, CO",2006-12,193.0
"Denver, CO",2007-01,193.0
"Denver, CO",2007-02,192.0
"Denver, CO",2007-03,193.0
"Denver, CO",2007-04,193.0
"Denver, CO",2007-05,193.0
"Denver, CO",2007-06,193.0
"Denver, CO",2007-07,193.0
"Denver, CO",2007-08,193.0
"Denver, CO",2007-09,192.0
"Denver, CO",2007-10,191.0
"Denver, CO",2007-11,189.0
"Denver, CO",2007-12,187.0
"Denver, CO",2008-01,186.0
"Denver, CO",2008-02,186.0
"Denver, CO",2008-03,185.0
"Denver, CO",2008-04,184.0
"Denver, CO",2008-05,182.0
"Denver, CO",2008-06,181.0
"Denver, CO",2008-07,181.0
"Denver, CO",2008-08,180.0
"Denver, CO",2008-09,180.0
"Denver, CO",2008-10,180.0
"Denver, CO",2008-11,180.0
"Denver, CO",2008-12,180.0
"Denver, CO",2009-01,180.0
"Denver, CO",2009-02,180.0
"Denver, CO",2009-03,180.0
"Denver, CO",2009-04,179.0
"Denver, CO",2009-05,178.0
"Denver, CO",2009-06,177.0
"Denver, CO",2009-07,177.0
"Denver, CO",2009-08,177.0
"Denver, CO",2009-09,177.0
"Denver, CO",2009-10,177.0
"Denver, CO",2009-11,177.0
"Denver, CO",2009-12,177.0
"Denver, CO",2010-01,177.0
"Denver, CO",2010-02,177.0
"Denver, CO",2010-03,176.0
"Denver, CO",2010-04,175.0
"Denver, CO",2010-05,175.0
"Denver, CO",2010-06,175.0
"Denver, CO",2010-07,174.0
"Denver, CO",2010-08,173.0
"Denver, CO",2010-09,173.0
"Denver, CO",2010-10,173.0
"Denver, CO",2010-11,173.0
"Denver, CO",2010-12,172.0
"Denver, CO",2011-01,172.0
"Denver, CO",2011-02,172.0
"Denver, CO",2011-03,171.0
"Denver, CO",2011-04,171.0
"Denver, CO",2011-05,170.0
"Denver, CO",2011-06,170.0
"Denver, CO",2011-07,169.0
"Denver, CO",2011-08,169.0
"Denver, CO",2011-09,168.0
"Denver, CO",2011-10,169.0
"Denver, CO",2011-11,169.0
"Denver, CO",2011-12,170.0
"Denver, CO",2012-01,170.0
"Denver, CO",2012-02,171.0
"Denver, CO",2012-03,173.0
"Denver, CO",2012-04,174.0
"Denver, CO",2012-05,175.0
"Denver, CO",2012-06,177.0
"Denver, CO",2012-07,178.0
"Denver, CO",2012-08,180.0
"Denver, CO",2012-09,181.0
"Denver, CO",2012-10,183.0
"Denver, CO",2012-11,184.0
"Denver, CO",2012-12,186.0
"Denver, CO",2013-01,187.0
"Denver, CO",2013-02,188.0
"Denver, CO",2013-03,190.0
"Denver, CO",2013-04,193.0
"Denver, CO",2013-05,195.0
"Denver, CO",2013-06,197.0
"Denver, CO",2013-07,200.0
"Denver, CO",2013-08,202.0
"Denver, CO",2013-09,204.0
"Denver, CO",2013-10,205.0
"Denver, CO",2013-11,206.0
"Denver, CO",2013-12,207.0
"Denver, CO",2014-01,208.0
"Denver, CO",2014-02,209.0
"Denver, CO",2014-03,210.0
"Denver, CO",2014-04,212.0
"Denver, CO",2014-05,214.0
"Denver, CO",2014-06,217.0
"Denver, CO",2014-07,219.0
"Denver, CO",2014-08,221.0
"Denver, CO",2014-09,224.0
"Denver, CO",2014-10,226.0
"Denver, CO",2014-11,229.0
"Denver, CO",2014-12,233.0
"Denver, CO",2015-01,236.0
"Denver, CO",2015-02,239.0
"Denver, CO",2015-03,243.0
"Denver, CO",2015-04,247.0
"Denver, CO",2015-05,251.0
"Denver, CO",2015-06,255.0
"Denver, CO",2015-07,258.0
"Denver, CO",2015-08,262.0
"Denver, CO",2015-09,266.0
"Denver, CO",2015-10,269.0
"Denver, CO",2015-11,271.0
"Denver, CO",2015-12,274.0
"Denver, CO",2016-01,276.0
"Denver, CO",2016-02,279.0
"Denver, CO",2016-03,281.0
"Denver, CO",2016-04,284.0
"Denver, CO",2016-05,287.0
"Denver, CO",2016-06,290.0
"Denver, CO",2016-07,293.0
"Denver, CO",2016-08,295.0
"Denver, CO",2016-09,298.0
"Denver, CO",2016-10,301.0
"Denver, CO",2016-11,304.0
"Denver, CO",2016-12,306.0
"Denver, CO",2017-01,310.0
"Denver, CO",2017-02,313.0
"Denver, CO",2017-03,317.0
"Denver, CO",2017-04,320.0
"Denver, CO",2017-05,322.0
"Denver, CO",2017-06,322.0
"Denver, CO",2017-07,323.0
"Denver, CO",2017-08,324.0
"Denver, CO",2017-09,325.0
"Denver, CO",2017-10,327.0
"Denver, CO",2017-11,330.0
"Denver, CO",2017-12,332.0
"Denver, CO",2018-01,336.0
"Denver, CO",2018-02,340.0
"Denver, CO",2018-03,344.0
"Washington, DC",1996-04,101.0
"Washington, DC",1996-05,101.0
"Washington, DC",1996-06,101.0
"Washington, DC",1996-07,101.0
"Washington, DC",1996-08,101.0
"Washington, DC",1996-09,101.0
"Washington, DC",1996-10,101.0
"Washington, DC",1996-11,102.0
"Washington, DC",1996-12,102.0
"Washington, DC",1997-01,103.0
"Washington, DC",1997-02,104.0
"Washington, DC",1997-03,105.0
"Washington, DC",1997-04,105.0
"Washington, DC",1997-05,105.0
"Washington, DC",1997-06,105.0
"Washington, DC",1997-07,104.0
"Washington, DC",1997-08,104.0
"Washington, DC",1997-09,105.0
"Washington, DC",1997-10,105.0
"Washington, DC",1997-11,105.0
"Washington, DC",1997-12,105.0
"Washington, DC",1998-01,106.0
"Washington, DC",1998-02,107.0
"Washington, DC",1998-03,107.0
"Washington, DC",1998-04,107.0
"Washington, DC",1998-05,108.0
"Washington, DC",1998-06,108.0
"Washington, DC",1998-07,108.0
"Washington, DC",1998-08,109.0
"Washington, DC",1998-09,110.0
"Washington, DC",1998-10,111.0
"Washington, DC",1998-11,112.0
"Washington, DC",1998-12,113.0
"Washington, DC",1999-01,113.0
"Washington, DC",1999-02,114.0
"Washington, DC",1999-03,115.0
"Washington, DC",1999-04,116.0
"Washington, DC",1999-05,117.0
"Washington, DC",1999-06,118.0
"Washington, DC",1999-07,119.0
"Washington, DC",1999-08,120.0
"Washington, DC",1999-09,120.0
"Washington, DC",1999-10,121.0
"Washington, DC",1999-11,122.0
"Washington, DC",1999-12,123.0
"Washington, DC",2000-01,124.0
"Washington, DC",2000-02,125.0
"Washington, DC",2000-03,126.0
"Washington, DC",2000-04,127.0
"Washington, DC",2000-05,128.0
"Washington, DC",2000-06,130.0
"Washington, DC",2000-07,131.0
"Washington, DC",2000-08,133.0
"Washington, DC",2000-09,134.0
"Washington, DC",2000-10,135.0
"Washington, DC",2000-11,136.0
"Washington, DC",2000-12,138.0
"Washington, DC",2001-01,140.0
"Washington, DC",2001-02,142.0
"Washington, DC",2001-03,145.0
"Washington, DC",2001-04,148.0
"Washington, DC",2001-05,150.0
"Washington, DC",2001-06,153.0
"Washington, DC",2001-07,156.0
"Washington, DC",2001-08,158.0
"Washington, DC",2001-09,161.0
"Washington, DC",2001-10,163.0
"Washington, DC",2001-11,166.0
"Washington, DC",2001-12,169.0
"Washington, DC",2002-01,172.0
"Washington, DC",2002-02,176.0
"Washington, DC",2002-03,180.0
"Washington, DC",2002-04,183.0
"Washington, DC",2002-05,187.0
"Washington, DC",2002-06,190.0
"Washington, DC",2002-07,193.0
"Washington, DC",2002-08,196.0
"Washington, DC",2002-09,199.0
"Washington, DC",2002-10,202.0
"Washington, DC",2002-11,207.0
"Washington, DC",2002-12,211.0
"Washington, DC",2003-01,215.0
"Washington, DC",2003-02,218.0
"Washington, DC",2003-03,221.0
"Washington, DC",2003-04,224.0
"Washington, DC",2003-05,228.0
"Washington, DC",2003-06,232.0
"Washington, DC",2003-07,237.0
"Washington, DC",2003-08,241.0
"Washington, DC",2003-09,246.0
"Washington, DC",2003-10,250.0
"Washington, DC",2003-11,254.0
"Washington, DC",2003-12,259.0
"Washington, DC",2004-01,264.0
"Washington, DC",2004-02,269.0
"Washington, DC",2004-03,274.0
"Washington, DC",2004-04,279.0
"Washington, DC",2004-05,285.0
"Washington, DC",2004-06,291.0
"Washington, DC",2004-07,297.0
"Washington, DC",2004-08,302.0
"Washington, DC",2004-09,309.0
"Washington, DC",2004-10,317.0
"Washington, DC",2004-11,324.0
"Washington, DC",2004-12,328.0
"Washington, DC",2005-01,332.0
"Washington, DC",2005-02,336.0
"Washington, DC",2005-03,341.0
"Washington, DC",2005-04,346.0
"Washington, DC",2005-05,349.0
"Washington, DC",2005-06,353.0
"Washington, DC",2005-07,357.0
"Washington, DC",2005-08,361.0
"Washington, DC",2005-09,364.0
"Washington, DC",2005-10,366.0
"Washington, DC",2005-11,367.0
"Washington, DC",2005-12,369.0
"Washington, DC",2006-01,370.0
"Washington, DC",2006-02,372.0
"Washington, DC",2006-03,372.0
"Washington, DC",2006-04,373.0
"Washington, DC",2006-05,373.0
"Washington, DC",2006-06,372.0
"Washington, DC",2006-07,372.0
"Washington, DC",2006-08,372.0
"Washington, DC",2006-09,371.0
"Washington, DC",2006-10,370.0
"Washington, DC",2006-11,369.0
"Washington, DC",2006-12,368.0
"Washington, DC",2007-01,368.0
"Washington, DC",2007-02,370.0
"Washington, DC",2007-03,371.0
"Washington, DC",2007-04,371.0
"Washington, DC",2007-05,371.0
"Washington, DC",2007-06,371.0
"Washington, DC",2007-07,371.0
"Washington, DC",2007-08,370.0
"Washington, DC",2007-09,369.0
"Washington, DC",2007-10,367.0
"Washington, DC",2007-11,365.0
"Washington, DC",2007-12,363.0
"Washington, DC",2008-01,361.0
"Washington, DC",2008-02,359.0
"Washington, DC",2008-03,356.0
"Washington, DC",2008-04,354.0
"Washington, DC",2008-05,351.0
"Washington, DC",2008-06,349.0
"Washington, DC",2008-07,346.0
"Washington, DC",2008-08,344.0
"Washington, DC",2008-09,342.0
"Washington, DC",2008-10,341.0
"Washington, DC",2008-11,339.0
"Washington, DC",2008-12,337.0
"Washington, DC",2009-01,336.0
"Washington, DC",2009-02,335.0
"Washington, DC",2009-03,333.0
"Washington, DC",2009-04,332.0
"Washington, DC",2009-05,329.0
"Washington, DC",2009-06,328.0
"Washington, DC",2009-07,327.0
"Washington, DC",2009-08,326.0
"Washington, DC",2009-09,326.0
"Washington, DC",2009-10,327.0
"Washington, DC",2009-11,328.0
"Washington, DC",2009-12,329.0
"Washington, DC",2010-01,329.0
"Washington, DC",2010-02,330.0
"Washington, DC",2010-03,330.0
"Washington, DC",2010-04,331.0
"Washington, DC",2010-05,331.0
"Washington, DC",2010-06,331.0
"Washington, DC",2010-07,331.0
"Washington, DC",2010-08,330.0
"Washington, DC",2010-09,330.0
"Washington, DC",2010-10,330.0
"Washington, DC",2010-11,331.0
"Washington, DC",2010-12,332.0
"Washington, DC",2011-01,333.0
"Washington, DC",2011-02,332.0
"Washington, DC",2011-03,331.0
"Washington, DC",2011-04,330.0
"Washington, DC",2011-05,331.0
"Washington, DC",2011-06,332.0
"Washington, DC",2011-07,332.0
"Washington, DC",2011-08,331.0
"Washington, DC",2011-09,331.0
"Washington, DC",2011-10,331.0
"Washington, DC",2011-11,331.0
"Washington, DC",2011-12,332.0
"Washington, DC",2012-01,333.0
"Washington, DC",2012-02,334.0
"Washington, DC",2012-03,335.0
"Washington, DC",2012-04,336.0
"Washington, DC",2012-05,338.0
"Washington, DC",2012-06,340.0
"Washington, DC",2012-07,342.0
"Washington, DC",2012-08,345.0
"Washington, DC",2012-09,347.0
"Washington, DC",2012-10,350.0
"Washington, DC",2012-11,352.0
"Washington, DC",2012-12,354.0
"Washington, DC",2013-01,355.0
"Washington, DC",2013-02,356.0
"Washington, DC",2013-03,359.0
"Washington, DC",2013-04,363.0
"Washington, DC",2013-05,366.0
"Washington, DC",2013-06,369.0
"Washington, DC",2013-07,373.0
"Washington, DC",2013-08,377.0
"Washington, DC",2013-09,381.0
"Washington, DC",2013-10,384.0
"Washington, DC",2013-11,386.0
"Washington, DC",2013-12,388.0
"Washington, DC",2014-01,390.0
"Washington, DC",2014-02,393.0
"Washington, DC",2014-03,397.0
"Washington, DC",2014-04,400.0
"Washington, DC",2014-05,402.0
"Washington, DC",2014-06,403.0
"Washington, DC",2014-07,404.0
"Washington, DC",2014-08,406.0
"Washington, DC",2014-09,407.0
"Washington, DC",2014-10,408.0
"Washington, DC",2014-11,410.0
"Washington, DC",2014-12,411.0
"Washington, DC",2015-01,413.0
"Washington, DC",2015-02,417.0
"Washington, DC",2015-03,420.0
"Washington, DC",2015-04,423.0
"Washington, DC",2015-05,426.0
"Washington, DC",2015-06,430.0
"Washington, DC",2015-07,433.0
"Washington, DC",2015-08,436.0
"Washington, DC",2015-09,439.0
"Washington, DC",2015-10,441.0
"Washington, DC",2015-11,443.0
"Washington, DC",2015-12,444.0
"Washington, DC",2016-01,445.0
"Washington, DC",2016-02,446.0
"Washington, DC",2016-03,447.0
"Washington, DC",2016-04,449.0
"Washington, DC",2016-05,452.0
"Washington, DC",2016-06,455.0
"Washington, DC",2016-07,458.0
"Washington, DC",2016-08,460.0
"Washington, DC",2016-09,461.0
"Washington, DC",2016-10,463.0
"Washington, DC",2016-11,467.0
"Washington, DC",2016-12,471.0
"Washington, DC",2017-01,475.0
"Washington, DC",2017-02,478.0
"Washington, DC",2017-03,480.0
"Washington, DC",2017-04,481.0
"Washington, DC",2017-05,483.0
"Washington, DC",2017-06,484.0
"Washington, DC",2017-07,486.0
"Washington, DC",2017-08,487.0
"Washington, DC",2017-09,489.0
"Washington, DC",2017-10,489.0
"Washington, DC",2017-11,490.0
"Washington, DC",2017-12,492.0
"Washington, DC",2018-01,494.0
"Washington, DC",2018-02,496.0
"Washington, DC",2018-03,498.0
"Nashville, TN",1996-04,61.0
"Nashville, TN",1996-05,62.0
"Nashville, TN",1996-06,62.0
"Nashville, TN",1996-07,62.0
"Nashville, TN",1996-08,63.0
"Nashville, TN",1996-09,63.0
"Nashville, TN",1996-10,63.0
"Nashville, TN",1996-11,64.0
"Nashville, TN",1996-12,64.0
"Nashville, TN",1997-01,64.0
"Nashville, TN",1997-02,65.0
"Nashville, TN",1997-03,65.0
"Nashville, TN",1997-04,65.0
"Nashville, TN",1997-05,65.0
"Nashville, TN",1997-06,65.0
"Nashville, TN",1997-07,65.0
"Nashville, TN",1997-08,66.0
"Nashville, TN",1997-09,66.0
"Nashville, TN",1997-10,66.0
"Nashville, TN",1997-11,66.0
"Nashville, TN",1997-12,67.0
"Nashville, TN",1998-01,67.0
"Nashville, TN",1998-02,67.0
"Nashville, TN",1998-03,68.0
"Nashville, TN",1998-04,68.0
"Nashville, TN",1998-05,68.0
"Nashville, TN",1998-06,68.0
"Nashville, TN",1998-07,69.0
"Nashville, TN",1998-08,69.0
"Nashville, TN",1998-09,69.0
"Nashville, TN",1998-10,69.0
"Nashville, TN",1998-11,70.0
"Nashville, TN",1998-12,70.0
"Nashville, TN",1999-01,70.0
"Nashville, TN",1999-02,70.0
"Nashville, TN",1999-03,70.0
"Nashville, TN",1999-04,71.0
"Nashville, TN",1999-05,71.0
"Nashville, TN",1999-06,71.0
"Nashville, TN",1999-07,71.0
"Nashville, TN",1999-08,71.0
"Nashville, TN",1999-09,72.0
"Nashville, TN",1999-10,72.0
"Nashville, TN",1999-11,72.0
"Nashville, TN",1999-12,73.0
"Nashville, TN",2000-01,73.0
"Nashville, TN",2000-02,73.0
"Nashville, TN",2000-03,73.0
"Nashville, TN",2000-04,74.0
"Nashville, TN",2000-05,74.0
"Nashville, TN",2000-06,74.0
"Nashville, TN",2000-07,74.0
"Nashville, TN",2000-08,74.0
"Nashville, TN",2000-09,74.0
"Nashville, TN",2000-10,74.0
"Nashville, TN",2000-11,74.0
"Nashville, TN",2000-12,75.0
"Nashville, TN",2001-01,75.0
"Nashville, TN",2001-02,75.0
"Nashville, TN",2001-03,75.0
"Nashville, TN",2001-04,75.0
"Nashville, TN",2001-05,76.0
"Nashville, TN",2001-06,76.0
"Nashville, TN",2001-07,76.0
"Nashville, TN",2001-08,76.0
"Nashville, TN",2001-09,76.0
"Nashville, TN",2001-10,76.0
"Nashville, TN",2001-11,76.0
"Nashville, TN",2001-12,77.0
"Nashville, TN",2002-01,77.0
"Nashville, TN",2002-02,77.0
"Nashville, TN",2002-03,77.0
"Nashville, TN",2002-04,78.0
"Nashville, TN",2002-05,78.0
"Nashville, TN",2002-06,78.0
"Nashville, TN",2002-07,78.0
"Nashville, TN",2002-08,78.0
"Nashville, TN",2002-09,78.0
"Nashville, TN",2002-10,78.0
"Nashville, TN",2002-11,78.0
"Nashville, TN",2002-12,79.0
"Nashville, TN",2003-01,79.0
"Nashville, TN",2003-02,79.0
"Nashville, TN",2003-03,79.0
"Nashville, TN",2003-04,79.0
"Nashville, TN",2003-05,79.0
"Nashville, TN",2003-06,80.0
"Nashville, TN",2003-07,80.0
"Nashville, TN",2003-08,80.0
"Nashville, TN",2003-09,81.0
"Nashville, TN",2003-10,81.0
"Nashville, TN",2003-11,81.0
"Nashville, TN",2003-12,82.0
"Nashville, TN",2004-01,82.0
"Nashville, TN",2004-02,82.0
"Nashville, TN",2004-03,83.0
"Nashville, TN",2004-04,83.0
"Nashville, TN",2004-05,84.0
"Nashville, TN",2004-06,84.0
"Nashville, TN",2004-07,84.0
"Nashville, TN",2004-08,84.0
"Nashville, TN",2004-09,84.0
"Nashville, TN",2004-10,85.0
"Nashville, TN",2004-11,85.0
"Nashville, TN",2004-12,86.0
"Nashville, TN",2005-01,86.0
"Nashville, TN",2005-02,86.0
"Nashville, TN",2005-03,87.0
"Nashville, TN",2005-04,87.0
"Nashville, TN",2005-05,88.0
"Nashville, TN",2005-06,89.0
"Nashville, TN",2005-07,89.0
"Nashville, TN",2005-08,90.0
"Nashville, TN",2005-09,91.0
"Nashville, TN",2005-10,92.0
"Nashville, TN",2005-11,92.0
"Nashville, TN",2005-12,93.0
"Nashville, TN",2006-01,93.0
"Nashville, TN",2006-02,94.0
"Nashville, TN",2006-03,94.0
"Nashville, TN",2006-04,94.0
"Nashville, TN",2006-05,95.0
"Nashville, TN",2006-06,96.0
"Nashville, TN",2006-07,96.0
"Nashville, TN",2006-08,97.0
"Nashville, TN",2006-09,97.0
"Nashville, TN",2006-10,97.0
"Nashville, TN",2006-11,98.0
"Nashville, TN",2006-12,98.0
"Nashville, TN",2007-01,98.0
"Nashville, TN",2007-02,99.0
"Nashville, TN",2007-03,99.0
"Nashville, TN",2007-04,99.0
"Nashville, TN",2007-05,99.0
"Nashville, TN",2007-06,99.0
"Nashville, TN",2007-07,100.0
"Nashville, TN",2007-08,100.0
"Nashville, TN",2007-09,100.0
"Nashville, TN",2007-10,99.0
"Nashville, TN",2007-11,99.0
"Nashville, TN",2007-12,98.0
"Nashville, TN",2008-01,98.0
"Nashville, TN",2008-02,97.0
"Nashville, TN",2008-03,97.0
"Nashville, TN",2008-04,97.0
"Nashville, TN",2008-05,97.0
"Nashville, TN",2008-06,97.0
"Nashville, TN",2008-07,96.0
"Nashville, TN",2008-08,96.0
"Nashville, TN",2008-09,95.0
"Nashville, TN",2008-10,95.0
"Nashville, TN",2008-11,94.0
"Nashville, TN",2008-12,94.0
"Nashville, TN",2009-01,94.0
"Nashville, TN",2009-02,93.0
"Nashville, TN",2009-03,93.0
"Nashville, TN",2009-04,92.0
"Nashville, TN",2009-05,91.0
"Nashville, TN",2009-06,90.0
"Nashville, TN",2009-07,90.0
"Nashville, TN",2009-08,90.0
"Nashville, TN",2009-09,90.0
"Nashville, TN",2009-10,90.0
"Nashville, TN",2009-11,90.0
"Nashville, TN",2009-12,90.0
"Nashville, TN",2010-01,90.0
"Nashville, TN",2010-02,89.0
"Nashville, TN",2010-03,89.0
"Nashville, TN",2010-04,89.0
"Nashville, TN",2010-05,89.0
"Nashville, TN",2010-06,89.0
"Nashville, TN",2010-07,88.0
"Nashville, TN",2010-08,87.0
"Nashville, TN",2010-09,87.0
"Nashville, TN",2010-10,86.0
"Nashville, TN",2010-11,86.0
"Nashville, TN",2010-12,85.0
"Nashville, TN",2011-01,85.0
"Nashville, TN",2011-02,84.0
"Nashville, TN",2011-03,84.0
"Nashville, TN",2011-04,84.0
"Nashville, TN",2011-05,83.0
"Nashville, TN",2011-06,83.0
"Nashville, TN",2011-07,83.0
"Nashville, TN",2011-08,83.0
"Nashville, TN",2011-09,82.0
"Nashville, TN",2011-10,82.0
"Nashville, TN",2011-11,82.0
"Nashville, TN",2011-12,82.0
"Nashville, TN",2012-01,82.0
"Nashville, TN",2012-02,82.0
"Nashville, TN",2012-03,82.0
"Nashville, TN",2012-04,82.0
"Nashville, TN",2012-05,82.0
"Nashville, TN",2012-06,83.0
"Nashville, TN",2012-07,83.0
"Nashville, TN",2012-08,83.0
"Nashville, TN",2012-09,84.0
"Nashville, TN",2012-10,84.0
"Nashville, TN",2012-11,84.0
"Nashville, TN",2012-12,85.0
"Nashville, TN",2013-01,85.0
"Nashville, TN",2013-02,85.0
"Nashville, TN",2013-03,86.0
"Nashville, TN",2013-04,87.0
"Nashville, TN",2013-05,88.0
"Nashville, TN",2013-06,89.0
"Nashville, TN",2013-07,89.0
"Nashville, TN",2013-08,90.0
"Nashville, TN",2013-09,91.0
"Nashville, TN",2013-10,91.0
"Nashville, TN",2013-11,92.0
"Nashville, TN",2013-12,92.0
"Nashville, TN",2014-01,93.0
"Nashville, TN",2014-02,93.0
"Nashville, TN",2014-03,94.0
"Nashville, TN",2014-04,95.0
"Nashville, TN",2014-05,96.0
"Nashville, TN",2014-06,96.0
"Nashville, TN",2014-07,97.0
"Nashville, TN",2014-08,98.0
"Nashville, TN",2014-09,99.0
"Nashville, TN",2014-10,100.0
"Nashville, TN",2014-11,101.0
"Nashville, TN",2014-12,102.0
"Nashville, TN",2015-01,103.0
"Nashville, TN",2015-02,104.0
"Nashville, TN",2015-03,105.0
"Nashville, TN",2015-04,106.0
"Nashville, TN",2015-05,107.0
"Nashville, TN",2015-06,108.0
"Nashville, TN",2015-07,109.0
"Nashville, TN",2015-08,110.0
"Nashville, TN",2015-09,112.0
"Nashville, TN",2015-10,113.0
"Nashville, TN",2015-11,115.0
"Nashville, TN",2015-12,116.0
"Nashville, TN",2016-01,117.0
"Nashville, TN",2016-02,118.0
"Nashville, TN",2016-03,119.0
"Nashville, TN",2016-04,121.0
"Nashville, TN",2016-05,122.0
"Nashville, TN",2016-06,123.0
"Nashville, TN",2016-07,125.0
"Nashville, TN",2016-08,126.0
"Nashville, TN",2016-09,127.0
"Nashville, TN",2016-10,128.0
"Nashville, TN",2016-11,130.0
"Nashville, TN",2016-12,131.0
"Nashville, TN",2017-01,133.0
"Nashville, TN",2017-02,135.0
"Nashville, TN",2017-03,137.0
"Nashville, TN",2017-04,138.0
"Nashville, TN",2017-05,139.0
"Nashville, TN",2017-06,140.0
"Nashville, TN",2017-07,141.0
